customer_id,age,gender,location,income_level,annual_income,spending_score,purchase_frequency,avg_order_value,total_annual_spend,days_since_last_visit,num_categories_bought,loyalty_years,discount_usage_pct,online_purchase_pct,return_rate,support_tickets,preferred_category
CUST00233,19,Male,Suburban,Medium,49054,35,31,208.91,6476.21,173,4,6,0.33,0.38,0.298,2,Home & Garden
CUST00234,58,Male,Urban,Medium,47848,26,8,208.46,1667.68,142,5,4,0.24,0.48,0.053,3,Fashion
CUST00235,44,Male,Rural,Medium,47643,18,25,359.12,8978.0,244,2,4,0.82,0.76,0.023,1,Travel
CUST00236,56,Female,Suburban,Medium,44555,33,29,317.19,9198.51,49,9,7,0.4,0.27,0.177,7,Grocery
CUST00237,53,Male,Rural,Low,25459,26,29,100.23,2906.67,195,10,9,0.74,0.54,0.007,5,Electronics
CUST00238,40,Male,Urban,Medium,47129,17,24,62.77,1506.48,316,3,2,0.44,0.34,0.054,10,Home & Garden
CUST00239,34,Male,Suburban,High,86550,44,34,224.43,7630.62,170,1,3,0.09,0.78,0.187,0,Travel
CUST00240,51,Male,Suburban,Medium,57429,27,27,286.77,7742.79,1,3,7,0.44,0.64,0.198,8,Beauty
CUST00241,25,Male,Urban,Low,20107,16,15,77.97,1169.55,84,6,8,0.51,0.01,0.153,10,Beauty
CUST00242,48,Male,Urban,High,91949,59,12,153.7,1844.4,21,9,4,0.46,0.66,0.115,5,Travel
CUST00243,23,Female,Urban,Low,15927,9,34,159.91,5436.94,183,4,7,0.82,0.17,0.173,7,Electronics
CUST00244,52,Male,Rural,High,86440,52,49,138.04,6763.96,134,3,0,0.91,0.72,0.193,4,Sports
CUST00245,51,Female,Suburban,Medium,53654,29,40,235.77,9430.8,49,3,3,0.79,0.57,0.241,6,Grocery
CUST00246,22,Female,Suburban,High,89215,56,34,330.0,11220.0,251,1,10,0.58,0.4,0.238,9,Beauty
CUST00247,58,Male,Suburban,Low,14364,4,48,259.6,12460.8,65,1,6,0.54,0.69,0.199,5,Books
CUST00248,40,Male,Suburban,Low,25369,8,47,108.71,5109.37,125,5,9,0.64,0.86,0.268,6,Electronics
CUST00249,59,Female,Urban,Medium,48444,22,27,60.44,1631.88,361,7,2,0.29,0.78,0.251,10,Fashion
CUST00250,20,Female,Urban,Low,22695,26,6,412.72,2476.32,25,1,3,0.81,0.55,0.04,5,Travel
CUST00251,27,Male,Suburban,Low,17460,11,33,244.86,8080.38,91,3,10,0.86,0.72,0.287,1,Home & Garden
CUST00252,44,Male,Urban,High,90971,34,33,40.45,1334.85,117,10,10,0.27,0.41,0.268,7,Grocery
CUST00253,27,Male,Rural,High,94410,33,15,136.48,2047.2,186,10,9,0.9,0.79,0.096,7,Fashion
CUST00254,35,Male,Suburban,Low,26163,14,45,403.98,18179.1,90,7,3,0.85,0.83,0.006,2,Grocery
CUST00255,53,Female,Urban,High,85317,51,46,378.35,17404.1,355,6,8,0.42,0.14,0.181,8,Electronics
CUST00256,25,Male,Suburban,High,92759,45,18,439.15,7904.7,2,6,5,0.91,0.24,0.132,0,Fashion
CUST00257,53,Male,Urban,High,96635,50,25,305.02,7625.5,347,4,9,0.12,0.27,0.225,3,Fashion
CUST00258,23,Female,Rural,High,92284,55,11,217.22,2389.42,196,3,9,0.03,0.17,0.157,9,Electronics
CUST00259,27,Male,Rural,High,84289,43,10,219.05,2190.5,14,4,4,0.35,0.39,0.023,6,Travel
CUST00260,49,Male,Rural,Medium,45036,35,14,105.06,1470.84,43,7,3,0.57,0.19,0.073,6,Books
CUST00261,60,Female,Urban,High,85245,46,20,328.89,6577.8,38,7,10,0.35,0.6,0.265,6,Travel
CUST00262,27,Male,Urban,Very High,143702,78,15,296.68,4450.2,105,7,4,0.94,0.1,0.011,1,Fashion
CUST00263,33,Male,Urban,Low,24060,21,8,85.88,687.04,122,7,4,0.25,0.27,0.221,10,Grocery
CUST00264,67,Male,Urban,Medium,57443,32,24,443.97,10655.28,235,1,7,0.28,0.67,0.088,3,Grocery
CUST00265,70,Female,Urban,Low,20270,1,33,190.55,6288.15,114,7,10,0.63,0.4,0.136,8,Sports
CUST00266,48,Male,Urban,Very High,151582,73,17,34.37,584.29,265,9,1,0.0,0.42,0.159,10,Fashion
CUST00267,41,Male,Rural,Medium,54379,16,28,170.66,4778.48,108,7,10,0.73,0.8,0.075,2,Fashion
CUST00268,36,Male,Urban,High,88651,44,15,436.23,6543.45,97,6,4,0.38,0.98,0.196,6,Travel
CUST00269,50,Male,Urban,High,89559,33,37,459.31,16994.47,101,3,0,0.98,0.57,0.208,0,Grocery
CUST00270,49,Female,Suburban,Very High,151424,75,34,250.3,8510.2,121,8,3,0.69,0.08,0.026,6,Books
CUST00271,33,Male,Suburban,Low,16874,3,50,478.61,23930.5,306,5,5,0.05,0.1,0.112,4,Fashion
CUST00272,19,Female,Suburban,High,82989,26,3,438.87,1316.61,91,3,7,0.09,0.97,0.223,0,Travel
CUST00273,26,Female,Suburban,High,91084,33,45,414.36,18646.2,100,5,6,0.09,0.68,0.216,7,Beauty
CUST00274,68,Female,Rural,Low,25154,12,18,431.26,7762.68,350,2,1,0.95,0.75,0.163,10,Books
CUST00275,40,Male,Suburban,High,83171,28,4,197.12,788.48,239,10,5,0.68,0.68,0.233,0,Sports
CUST00276,43,Female,Suburban,Medium,45466,33,36,380.67,13704.12,70,8,2,0.43,0.18,0.032,9,Travel
CUST00277,42,Female,Suburban,Medium,46208,31,9,292.9,2636.1,317,4,2,0.2,0.45,0.035,9,Grocery
CUST00278,59,Male,Urban,Medium,54873,33,10,362.65,3626.5,67,8,7,0.87,0.8,0.197,6,Home & Garden
CUST00279,21,Female,Urban,Medium,50074,15,51,97.12,4953.12,60,1,8,0.2,0.87,0.208,9,Electronics
CUST00280,22,Female,Urban,Low,20550,19,12,368.38,4420.56,163,4,1,0.71,0.24,0.244,3,Fashion
CUST00281,32,Male,Urban,Low,22324,15,29,479.22,13897.38,253,7,6,0.76,0.6,0.054,7,Books
CUST00282,43,Female,Suburban,Low,16425,5,11,158.31,1741.41,70,1,4,0.29,0.16,0.155,7,Grocery
CUST00283,53,Male,Urban,Medium,53417,11,7,493.22,3452.54,275,8,3,0.5,0.96,0.198,6,Electronics
CUST00284,44,Female,Urban,Medium,42483,22,1,195.4,195.4,58,9,7,0.22,0.25,0.067,9,Grocery
CUST00285,41,Other,Urban,Low,13819,15,1,107.86,107.86,286,6,2,0.38,0.73,0.155,9,Grocery
CUST00286,67,Male,Suburban,High,95054,33,25,65.02,1625.5,35,3,8,0.97,0.23,0.192,8,Beauty
CUST00287,26,Female,Urban,High,92531,32,23,394.63,9076.49,170,8,4,0.69,0.62,0.064,6,Electronics
CUST00288,48,Male,Suburban,Medium,44823,18,3,281.86,845.58,234,4,1,0.85,0.66,0.113,10,Electronics
CUST00289,46,Female,Rural,Very High,149020,74,19,160.49,3049.31,97,8,8,0.54,0.33,0.065,6,Beauty
CUST00290,43,Female,Urban,Medium,42828,20,15,308.14,4622.1,224,7,9,0.24,0.82,0.271,7,Fashion
CUST00291,60,Male,Suburban,High,92750,44,30,172.73,5181.9,252,1,6,0.71,0.89,0.071,2,Home & Garden
CUST00292,32,Male,Urban,Low,24094,4,52,229.7,11944.4,238,1,7,0.5,0.86,0.036,3,Beauty
CUST00293,68,Male,Urban,High,86454,29,36,432.71,15577.56,145,1,1,0.18,0.33,0.011,9,Sports
CUST00294,35,Male,Suburban,Very High,147601,58,48,337.4,16195.2,283,1,3,0.41,0.74,0.013,5,Electronics
CUST00295,46,Male,Rural,High,85789,30,10,383.58,3835.8,268,3,3,0.63,0.56,0.057,5,Beauty
CUST00296,45,Male,Urban,Medium,48229,30,12,295.91,3550.92,120,1,8,0.74,0.59,0.182,8,Electronics
CUST00297,63,Male,Suburban,Medium,46357,32,40,495.79,19831.6,268,10,3,0.24,0.48,0.005,3,Fashion
CUST00298,41,Male,Urban,Medium,45953,20,17,128.29,2180.93,336,10,8,0.88,0.6,0.086,2,Electronics
CUST00299,33,Female,Suburban,High,88883,31,45,138.52,6233.4,299,2,3,0.38,0.14,0.017,0,Sports
CUST00300,19,Female,Suburban,High,95747,44,25,55.35,1383.75,268,4,6,0.27,0.41,0.121,2,Beauty
CUST00301,37,Female,Suburban,Very High,154204,92,11,281.47,3096.17,280,8,2,0.2,0.18,0.015,5,Beauty
CUST00302,61,Male,Suburban,Medium,46757,15,44,310.55,13664.2,294,7,6,0.8,0.28,0.182,7,Fashion
CUST00303,18,Female,Urban,Low,27086,13,29,365.72,10605.88,106,6,0,0.35,0.13,0.207,3,Grocery
CUST00304,65,Female,Suburban,Medium,45363,23,42,174.37,7323.54,264,10,8,0.48,0.21,0.219,4,Fashion
CUST00305,46,Male,Suburban,Low,26572,8,24,16.01,384.24,73,7,0,0.22,0.78,0.067,2,Grocery
CUST00306,25,Male,Suburban,Low,16948,6,7,319.79,2238.53,131,7,10,0.69,0.55,0.261,8,Fashion
CUST00307,34,Female,Urban,Medium,50644,24,36,499.36,17976.96,342,6,9,0.78,0.02,0.207,5,Beauty
CUST00308,47,Male,Urban,High,85250,41,7,154.33,1080.31,104,6,6,0.34,0.79,0.017,1,Books
CUST00309,34,Female,Urban,Low,24193,19,35,100.13,3504.55,308,3,10,0.95,0.91,0.132,6,Books
CUST00310,23,Other,Urban,Low,17082,11,22,148.07,3257.54,155,6,8,0.03,0.88,0.23,3,Fashion
CUST00311,53,Male,Urban,Low,25962,1,42,218.45,9174.9,77,10,1,0.13,0.82,0.093,9,Electronics
CUST00312,53,Male,Urban,High,83327,26,46,132.95,6115.7,36,4,8,0.59,0.99,0.114,2,Electronics
CUST00313,24,Other,Suburban,High,90032,42,22,180.01,3960.22,201,2,4,0.7,0.59,0.189,9,Books
CUST00314,32,Female,Urban,Low,14536,20,46,322.72,14845.12,165,6,9,0.25,0.96,0.017,7,Travel
CUST00315,30,Male,Suburban,Low,26224,1,6,179.06,1074.36,187,8,9,0.55,0.95,0.29,1,Fashion
CUST00316,52,Female,Suburban,Medium,48673,11,6,204.07,1224.42,16,10,10,0.32,0.31,0.052,8,Travel
CUST00317,56,Female,Suburban,Medium,52792,32,52,29.62,1540.24,98,6,4,0.55,0.86,0.008,7,Sports
CUST00318,56,Female,Urban,Medium,56072,26,30,459.79,13793.7,2,8,2,0.66,0.79,0.002,5,Fashion
CUST00319,67,Female,Urban,Medium,50570,17,24,209.37,5024.88,111,3,1,0.97,0.78,0.12,1,Grocery
CUST00320,58,Male,Suburban,Very High,142916,62,9,170.79,1537.11,340,5,1,0.46,0.9,0.265,5,Grocery
CUST00321,34,Male,Rural,Medium,45531,27,16,52.38,838.08,56,5,10,0.65,0.38,0.246,6,Books
CUST00322,23,Female,Urban,High,85403,43,36,320.75,11547.0,252,4,6,0.58,0.4,0.274,1,Fashion
CUST00323,50,Male,Suburban,Low,26627,17,43,433.27,18630.61,3,8,3,0.32,0.64,0.16,3,Fashion
CUST00324,66,Female,Suburban,Very High,156534,71,48,30.17,1448.16,206,9,4,0.25,0.74,0.135,7,Beauty
CUST00325,69,Female,Suburban,Very High,149631,75,22,81.18,1785.96,337,4,1,0.99,0.88,0.116,6,Grocery
CUST00326,30,Male,Urban,High,96241,59,24,81.73,1961.52,125,2,6,0.21,0.88,0.014,10,Grocery
CUST00327,30,Female,Suburban,Medium,45936,16,9,305.11,2745.99,72,9,4,0.79,0.72,0.273,2,Books
CUST00328,19,Male,Urban,Low,22871,8,5,461.4,2307.0,209,9,8,0.15,0.96,0.149,8,Travel
CUST00329,25,Female,Rural,High,88271,34,23,224.51,5163.73,102,10,0,0.8,0.18,0.137,4,Sports
CUST00330,47,Male,Urban,High,85847,46,31,178.47,5532.57,326,3,10,0.19,0.95,0.155,2,Books
CUST00331,46,Female,Urban,Low,16000,1,6,385.26,2311.56,310,8,0,0.97,0.06,0.238,10,Books
CUST00332,37,Female,Rural,Medium,48717,16,22,373.86,8224.92,239,8,4,0.69,0.56,0.067,6,Sports
CUST00333,34,Male,Urban,Medium,47434,30,34,130.91,4450.94,234,8,3,0.09,0.09,0.213,5,Books
CUST00334,61,Female,Urban,High,85379,27,43,88.8,3818.4,220,9,7,0.69,0.57,0.213,3,Electronics
CUST00335,42,Female,Urban,High,87346,58,49,185.33,9081.17,269,10,7,0.6,0.39,0.255,9,Electronics
CUST00336,60,Female,Urban,Medium,44057,19,18,390.05,7020.9,168,5,2,0.34,0.08,0.003,0,Travel
CUST00337,69,Female,Urban,Medium,57515,25,21,350.58,7362.18,354,1,5,0.26,0.65,0.051,1,Fashion
CUST00338,34,Other,Urban,Medium,48080,25,46,336.27,15468.42,127,2,5,0.72,0.73,0.141,1,Beauty
CUST00339,28,Male,Suburban,Medium,43718,25,37,416.42,15407.54,4,9,5,0.74,0.17,0.255,7,Home & Garden
CUST00340,68,Female,Suburban,Low,21213,9,15,145.79,2186.85,255,9,0,0.33,0.69,0.29,1,Books
CUST00341,51,Male,Urban,High,96130,60,36,176.45,6352.2,242,1,1,0.88,0.18,0.178,8,Beauty
CUST00342,33,Female,Suburban,Medium,47759,37,9,30.75,276.75,359,4,5,0.27,0.14,0.064,2,Electronics
CUST00343,50,Female,Urban,Medium,55524,18,24,435.69,10456.56,145,3,2,0.07,0.15,0.055,7,Grocery
CUST00344,45,Male,Rural,Low,21773,16,16,295.39,4726.24,156,4,5,0.6,0.6,0.192,8,Beauty
CUST00345,65,Male,Urban,Low,23828,5,52,156.08,8116.16,206,7,1,0.11,0.78,0.063,9,Travel
CUST00346,31,Female,Suburban,Medium,46740,38,2,44.01,88.02,144,6,8,0.28,0.6,0.166,3,Books
CUST00347,70,Male,Urban,Low,12590,1,45,364.47,16401.15,287,5,2,0.51,0.81,0.25,0,Travel
CUST00348,67,Female,Suburban,Low,17533,2,15,376.88,5653.2,157,5,7,0.29,0.59,0.117,8,Travel
CUST00349,27,Male,Urban,High,96792,55,2,336.43,672.86,287,7,9,0.21,0.8,0.114,4,Travel
CUST00350,26,Other,Suburban,Medium,54651,36,35,109.85,3844.75,156,7,3,0.7,0.98,0.011,10,Sports
CUST00351,46,Male,Urban,Medium,54547,15,36,457.48,16469.28,83,1,1,0.55,0.39,0.076,2,Grocery
CUST00352,20,Male,Rural,Medium,56053,30,8,379.05,3032.4,362,2,0,0.84,0.15,0.209,6,Sports
CUST00353,33,Female,Suburban,High,87972,38,2,332.3,664.6,193,4,3,0.58,0.14,0.108,1,Books
CUST00354,41,Female,Suburban,Medium,47152,26,6,328.96,1973.76,258,5,1,0.48,0.6,0.047,5,Home & Garden
CUST00355,69,Male,Suburban,High,96804,50,22,453.14,9969.08,216,10,9,0.26,0.55,0.032,0,Books
CUST00356,70,Male,Rural,Very High,151144,90,7,464.87,3254.09,132,9,10,0.79,0.18,0.029,8,Beauty
CUST00357,26,Female,Urban,High,86767,56,37,301.86,11168.82,355,7,10,0.2,0.88,0.198,6,Fashion
CUST00358,65,Female,Urban,Medium,46450,28,5,214.17,1070.85,136,1,10,0.24,0.96,0.184,1,Travel
CUST00359,22,Male,Urban,High,96037,54,42,188.23,7905.66,363,2,6,0.84,0.25,0.156,5,Books
CUST00360,57,Female,Urban,Medium,42853,33,46,411.35,18922.1,158,5,3,0.74,0.21,0.15,4,Sports
CUST00361,62,Female,Suburban,Medium,42987,11,38,325.86,12382.68,9,6,4,0.61,0.21,0.046,7,Fashion
CUST00362,65,Female,Rural,Medium,53806,33,50,47.86,2393.0,14,7,2,0.04,0.39,0.15,5,Fashion
CUST00363,29,Female,Rural,Medium,42021,29,49,79.67,3903.83,356,2,9,0.13,0.85,0.018,5,Books
CUST00364,65,Female,Suburban,Low,14736,1,3,451.09,1353.27,193,9,4,0.5,0.6,0.278,9,Electronics
CUST00365,24,Male,Suburban,Medium,57851,40,18,443.4,7981.2,142,5,4,0.75,0.07,0.017,5,Home & Garden
CUST00366,45,Female,Rural,Low,18811,15,40,476.4,19056.0,297,6,7,0.46,0.47,0.127,8,Sports
CUST00367,42,Female,Rural,Medium,53643,21,18,219.65,3953.7,226,1,4,0.02,0.09,0.0,9,Fashion
CUST00368,34,Female,Urban,Medium,49793,24,39,394.19,15373.41,242,9,3,0.18,0.41,0.236,9,Books
CUST00369,19,Male,Suburban,Very High,143449,71,41,415.83,17049.03,251,6,2,0.59,0.4,0.05,10,Sports
CUST00370,58,Male,Suburban,Low,14951,20,52,164.69,8563.88,73,3,0,0.69,0.65,0.277,7,Electronics
CUST00371,35,Female,Urban,Medium,54178,42,18,81.22,1461.96,33,4,0,0.03,0.55,0.013,6,Grocery
CUST00372,53,Male,Urban,Medium,43512,31,19,498.54,9472.26,266,4,4,0.04,0.87,0.246,5,Home & Garden
CUST00373,39,Other,Rural,Low,21514,15,2,24.81,49.62,8,1,10,0.26,0.02,0.197,2,Fashion
CUST00374,37,Male,Rural,Low,17568,1,15,302.69,4540.35,263,10,2,0.08,0.77,0.075,9,Travel
CUST00375,64,Female,Rural,Low,17925,21,15,328.6,4929.0,48,9,7,0.54,0.02,0.061,7,Grocery
CUST00376,23,Female,Suburban,Low,27237,2,24,344.08,8257.92,96,9,3,0.12,0.3,0.107,9,Sports
CUST00377,57,Male,Urban,Medium,51695,15,22,135.26,2975.72,259,4,3,0.65,0.88,0.249,7,Sports
CUST00378,57,Male,Urban,Medium,51842,12,45,363.57,16360.65,228,6,1,0.78,0.69,0.259,5,Fashion
CUST00379,38,Female,Suburban,Medium,47606,37,41,116.04,4757.64,286,5,6,0.97,0.17,0.053,3,Sports
CUST00380,31,Female,Suburban,Low,18102,9,38,416.23,15816.74,223,5,7,0.95,0.49,0.106,10,Grocery
CUST00381,18,Male,Suburban,Low,22973,3,1,117.37,117.37,18,6,3,0.27,0.72,0.071,8,Electronics
CUST00382,67,Female,Suburban,Low,12622,1,25,351.39,8784.75,307,5,5,0.03,0.94,0.037,9,Home & Garden
CUST00383,68,Female,Urban,Medium,45797,19,38,393.87,14967.06,79,8,5,0.33,0.63,0.194,6,Sports
CUST00384,30,Male,Suburban,Medium,51604,32,13,102.58,1333.54,50,1,2,0.71,0.02,0.104,5,Electronics
CUST00385,19,Male,Urban,Medium,51977,40,23,126.61,2912.03,321,2,7,0.06,0.5,0.068,0,Books
CUST00386,24,Male,Urban,Low,13476,8,38,391.76,14886.88,72,9,6,0.36,0.15,0.26,0,Beauty
CUST00387,21,Male,Urban,Low,24606,15,42,52.14,2189.88,196,9,0,0.3,0.05,0.224,7,Grocery
CUST00388,62,Male,Urban,Very High,150681,85,45,103.47,4656.15,178,9,5,0.22,0.6,0.232,2,Sports
CUST00389,65,Male,Rural,Low,15803,19,23,233.21,5363.83,281,4,4,0.71,0.78,0.012,0,Grocery
CUST00390,26,Female,Urban,Low,24031,5,21,465.79,9781.59,17,5,8,0.66,0.04,0.275,8,Beauty
CUST00391,57,Male,Urban,Low,27855,28,20,285.32,5706.4,39,1,3,0.54,0.78,0.172,6,Fashion
CUST00392,27,Female,Suburban,Very High,148777,75,35,199.96,6998.6,152,3,10,0.91,0.71,0.151,1,Sports
CUST00393,37,Male,Suburban,Medium,46535,36,22,489.4,10766.8,173,8,6,0.1,0.75,0.003,5,Electronics
CUST00394,49,Male,Urban,Medium,46790,11,21,237.22,4981.62,288,4,1,0.15,0.24,0.269,5,Electronics
CUST00395,56,Female,Urban,Very High,151482,63,9,222.53,2002.77,222,5,4,0.38,0.39,0.163,0,Grocery
CUST00396,64,Female,Urban,Low,12758,18,25,211.71,5292.75,55,2,9,0.66,0.12,0.248,6,Fashion
CUST00397,20,Male,Suburban,Very High,149735,79,13,162.97,2118.61,358,5,2,0.58,0.24,0.197,4,Home & Garden
CUST00398,28,Male,Urban,Low,12396,1,28,169.59,4748.52,168,8,7,0.07,0.3,0.239,9,Fashion
CUST00399,32,Male,Urban,Medium,42617,33,47,347.04,16310.88,353,6,8,0.96,0.32,0.208,1,Fashion
CUST00400,34,Female,Urban,Medium,48880,12,41,30.01,1230.41,362,6,7,0.31,0.18,0.276,9,Electronics
CUST00401,70,Male,Suburban,Medium,53928,32,25,344.09,8602.25,19,10,0,0.36,0.19,0.068,0,Travel
CUST00402,59,Male,Urban,Very High,156134,69,51,108.59,5538.09,185,3,4,0.62,0.9,0.061,8,Beauty
CUST00403,34,Male,Suburban,Low,13402,1,51,198.26,10111.26,155,3,3,0.95,0.78,0.214,8,Fashion
CUST00404,69,Female,Urban,Very High,145905,81,24,81.8,1963.2,182,7,3,0.66,0.34,0.15,4,Electronics
CUST00405,44,Female,Suburban,Medium,48747,35,40,280.85,11234.0,114,5,9,0.95,0.95,0.18,3,Books
CUST00406,44,Female,Urban,Medium,51185,13,18,367.38,6612.84,204,10,0,0.19,0.24,0.213,1,Beauty
CUST00407,40,Female,Urban,Very High,157793,65,46,183.78,8453.88,180,1,5,0.62,0.41,0.164,3,Travel
CUST00408,25,Male,Urban,Low,22949,15,20,90.07,1801.4,68,2,10,0.83,0.81,0.236,7,Fashion
CUST00409,67,Male,Suburban,Very High,150614,60,14,120.99,1693.86,106,4,9,0.51,0.44,0.096,7,Grocery
CUST00410,18,Male,Rural,Medium,42973,29,7,410.88,2876.16,54,5,6,0.36,0.23,0.258,1,Electronics
CUST00411,27,Female,Urban,High,83293,54,44,141.15,6210.6,308,9,10,0.98,0.37,0.032,0,Home & Garden
CUST00412,30,Female,Urban,Low,14449,15,16,389.6,6233.6,248,5,4,0.14,0.5,0.19,6,Fashion
CUST00413,32,Female,Rural,Medium,52573,18,43,172.29,7408.47,142,5,6,0.41,0.62,0.267,6,Electronics
CUST00414,24,Other,Suburban,High,87300,33,5,102.48,512.4,145,2,5,0.87,0.41,0.076,10,Sports
CUST00415,18,Other,Urban,Medium,45855,28,27,366.38,9892.26,29,5,0,0.9,0.43,0.098,8,Travel
CUST00416,53,Female,Urban,Low,22722,1,23,239.59,5510.57,106,6,0,0.98,0.26,0.092,6,Beauty
CUST00417,69,Male,Suburban,Low,25046,13,23,25.33,582.59,338,6,9,0.88,0.54,0.169,6,Books
CUST00418,24,Male,Suburban,High,89025,42,9,480.37,4323.33,12,7,1,0.05,0.22,0.124,7,Books
CUST00419,33,Male,Suburban,Low,26110,21,4,82.4,329.6,54,5,3,0.93,0.87,0.032,4,Travel
CUST00420,44,Female,Rural,High,93747,37,19,183.17,3480.23,309,2,6,0.43,0.75,0.267,7,Fashion
CUST00421,67,Male,Urban,Very High,153460,84,25,198.55,4963.75,190,2,6,0.65,0.41,0.061,2,Grocery
CUST00422,54,Female,Urban,Low,25882,18,42,249.82,10492.44,12,2,5,0.39,0.75,0.16,9,Sports
CUST00423,58,Female,Urban,Low,14941,1,25,394.87,9871.75,179,7,10,0.81,0.01,0.178,9,Books
CUST00424,48,Female,Urban,High,94134,43,13,12.98,168.74,274,9,8,0.58,0.34,0.012,4,Books
CUST00425,40,Male,Urban,Low,27324,1,14,466.91,6536.74,126,9,10,0.85,0.44,0.029,5,Beauty
CUST00426,28,Male,Urban,Medium,57876,26,32,326.53,10448.96,140,4,7,0.19,0.47,0.292,5,Grocery
CUST00427,63,Male,Urban,High,91249,38,23,475.82,10943.86,231,1,10,0.18,0.75,0.199,8,Grocery
CUST00428,60,Female,Suburban,Medium,54070,15,47,410.52,19294.44,219,7,6,0.44,0.96,0.01,1,Electronics
CUST00429,19,Female,Urban,Medium,56218,30,23,464.64,10686.72,330,1,5,0.0,0.38,0.238,3,Grocery
CUST00430,55,Female,Urban,High,95635,49,30,304.49,9134.7,91,7,8,0.69,0.35,0.153,6,Fashion
CUST00431,22,Male,Suburban,Medium,56365,15,4,185.08,740.32,101,4,9,0.3,0.61,0.023,7,Travel
CUST00432,57,Male,Suburban,Low,25318,2,11,227.03,2497.33,57,9,0,0.56,0.28,0.204,3,Electronics
CUST00433,61,Male,Suburban,Medium,48101,11,45,332.44,14959.8,243,7,10,0.07,0.14,0.15,1,Grocery
CUST00434,24,Female,Suburban,High,93684,52,18,219.2,3945.6,195,8,7,0.17,0.96,0.061,5,Travel
CUST00435,40,Female,Suburban,High,88567,39,22,368.52,8107.44,127,5,9,0.62,0.81,0.263,7,Travel
CUST00436,24,Male,Urban,Medium,54829,14,31,55.01,1705.31,254,9,7,0.31,0.96,0.087,8,Home & Garden
CUST00437,48,Female,Urban,Medium,54964,17,4,416.69,1666.76,138,6,10,0.21,0.22,0.085,0,Home & Garden
CUST00438,67,Male,Suburban,Low,26955,28,27,110.05,2971.35,72,7,3,0.23,0.02,0.082,0,Sports
CUST00439,22,Female,Urban,Low,21413,2,19,472.53,8978.07,198,4,2,0.21,0.44,0.23,4,Books
CUST00440,39,Male,Urban,Low,19603,15,8,86.22,689.76,160,5,2,0.62,0.93,0.212,6,Books
CUST00441,69,Male,Urban,Very High,144648,71,22,73.29,1612.38,148,9,2,0.17,0.14,0.271,0,Sports
CUST00442,33,Female,Urban,Low,22213,1,24,407.82,9787.68,163,4,2,0.36,0.12,0.069,1,Grocery
CUST00443,25,Male,Urban,High,91063,39,10,411.16,4111.6,334,1,4,0.69,0.07,0.236,4,Grocery
CUST00444,43,Male,Urban,Low,20239,1,29,371.99,10787.71,79,4,2,0.51,0.77,0.172,3,Beauty
CUST00445,44,Male,Suburban,Medium,52821,34,39,480.66,18745.74,101,4,1,0.6,0.79,0.093,7,Books
CUST00446,53,Male,Rural,Medium,55617,22,14,142.56,1995.84,207,5,5,0.25,0.7,0.011,0,Electronics
CUST00447,34,Female,Urban,Medium,44378,22,51,415.06,21168.06,18,1,8,0.93,0.05,0.246,9,Books
CUST00448,68,Female,Rural,High,88902,33,32,182.5,5840.0,54,2,1,0.41,0.72,0.072,1,Home & Garden
CUST00449,45,Female,Urban,Very High,153557,86,41,273.33,11206.53,207,4,5,0.29,0.45,0.19,4,Fashion
CUST00450,33,Male,Rural,High,95116,38,4,228.34,913.36,187,5,7,0.9,0.16,0.165,10,Electronics
CUST00451,68,Female,Rural,Low,24454,14,40,12.87,514.8,239,1,7,0.66,0.3,0.001,7,Grocery
CUST00452,67,Male,Urban,High,94790,59,18,291.49,5246.82,42,4,1,0.61,0.5,0.298,10,Fashion
CUST00453,44,Male,Suburban,Low,25681,19,37,376.28,13922.36,312,4,8,0.89,0.33,0.244,0,Electronics
CUST00454,19,Male,Rural,Very High,157391,81,42,95.53,4012.26,178,1,0,0.06,0.97,0.146,7,Grocery
CUST00455,49,Female,Rural,Medium,51729,37,14,466.51,6531.14,57,3,2,0.84,0.47,0.204,0,Books
CUST00456,47,Female,Rural,Medium,45982,12,14,269.9,3778.6,114,3,3,0.68,0.37,0.143,6,Beauty
CUST00457,25,Female,Suburban,Low,21017,24,4,97.34,389.36,84,2,9,0.36,0.67,0.223,3,Fashion
CUST00458,51,Female,Urban,Low,23354,13,32,326.51,10448.32,166,8,2,0.26,0.65,0.04,8,Beauty
CUST00459,62,Female,Suburban,Low,13611,3,41,104.04,4265.64,172,1,8,0.1,0.0,0.134,1,Home & Garden
CUST00460,23,Female,Suburban,Very High,154111,69,22,41.13,904.86,159,6,10,0.94,0.62,0.101,9,Beauty
CUST00461,56,Female,Suburban,High,90707,53,9,345.8,3112.2,169,7,10,0.14,0.24,0.138,5,Fashion
CUST00462,25,Male,Urban,Very High,156981,93,17,64.24,1092.08,332,9,3,0.26,0.38,0.135,5,Electronics
CUST00463,57,Male,Suburban,Low,15389,13,21,62.05,1303.05,351,6,1,0.69,0.71,0.043,6,Grocery
CUST00464,40,Male,Urban,Medium,56511,14,48,372.57,17883.36,179,6,2,0.71,0.56,0.293,0,Travel
CUST00465,18,Female,Suburban,Medium,49168,23,7,37.05,259.35,352,8,8,0.16,0.37,0.005,3,Sports
CUST00466,69,Female,Urban,Medium,51176,32,18,406.79,7322.22,299,9,2,0.81,0.17,0.003,7,Electronics
